onset	duration	Run	Trial	image
0.0	4.878	1	1	SNA\2190.bmp
4.878	4.978	1	2	SNA\2440.bmp
9.856	5.0280000000000005	1	3	SNA\2487.bmp
14.884	4.4110000000000005	1	4	SNA\2840.bmp
19.295	5.561	1	5	Blank_1.bmp
24.855999999999998	4.994	1	6	Blank_3.bmp
29.85	4.446000000000001	1	7	Blank_4.bmp
34.296	5.627000000000001	1	8	Blank_2.bmp
39.923	4.961	1	9	NSPS\5780.bmp
44.88399999999999	4.994	1	10	NSPS\7270.bmp
49.878	5.011	1	11	NSPS\5660.bmp
54.888999999999996	4.412	1	12	NSPS\5220.bmp
59.301	5.011	1	13	Blank_4.bmp
64.312	4.995	1	14	Blank_1.bmp
69.307	4.994	1	15	Blank_3.bmp
74.301	5.627000000000001	1	16	Blank_2.bmp
79.928	4.978	1	17	SAV\9042.bmp
84.906	4.978	1	18	SAV\9421.bmp
89.884	4.995	1	19	SAV\3030.bmp
94.87899999999999	4.428	1	20	SAV\2120.bmp
99.307	4.995	1	21	Blank_3.bmp
104.302	4.994	1	22	Blank_1.bmp
109.296	5.011	1	23	Blank_2.bmp
114.307	5.611000000000001	1	24	Blank_4.bmp
119.91799999999999	4.977	1	25	NSNA\9080.bmp
124.895	5.012	1	26	NSNA\5535.bmp
129.907	4.977	1	27	NSNA\7510.bmp
134.884	4.428999999999999	1	28	NSNA\5800.bmp
139.313	4.994	1	29	Blank_4.bmp
144.30700000000002	4.995	1	30	Blank_3.bmp
149.30200000000002	5.011	1	31	Blank_2.bmp
154.313	5.627000000000001	1	32	Blank_1.bmp
159.94	4.961	1	33	NSAV\6020.bmp
164.90099999999998	4.978	1	34	NSAV\9300.bmp
169.87900000000002	4.995	1	35	NSAV\5971.bmp
174.87400000000002	4.428	1	36	NSAV\9001.bmp
179.30200000000002	4.994	1	37	Blank_2.bmp
184.296	5.012	1	38	Blank_4.bmp
189.308	5.011	1	39	Blank_3.bmp
194.31900000000002	5.61	1	40	Blank_1.bmp
199.929	4.978	1	41	SPS\1463.bmp
204.907	4.961	1	42	SPS\2216.bmp
209.868	5.0280000000000005	1	43	SPS\2150.bmp
214.896	4.412	1	44	SPS\8461.bmp
219.308	4.994	1	45	Blank_4.bmp
224.30200000000002	5.011	1	46	Blank_1.bmp
229.313	4.995	1	47	Blank_2.bmp
234.308	5.0	1	48	Blank_3.bmp
